"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Phel_contig_10244" 44.5932150538672 2.88473619552789 0.737721909483389 3.91033011009258 9.21700690739914e-05 0.00133523706731855
"Phel_contig_10247" 86.1689630634476 1.59835379000787 0.540639714605248 2.95641209261684 0.00311240939219346 0.0214934288429122
"Phel_contig_10256" 29.0294133855627 -2.29624501540597 0.830712171598451 -2.76418848057511 0.00570645665929966 0.03459428793736
"Phel_contig_10261" 66.0462153459919 2.59102471896491 0.75824594702084 3.41712966504481 0.000632851301429058 0.00629535752901733
"Phel_contig_10262" 73.6835986039648 1.95837092777978 0.570479566597687 3.43285025870323 0.00059727186472114 0.00603024458072874
"Phel_contig_10263" 177.203163603303 1.26705556210624 0.456294919428022 2.77683469212089 0.00548910885118714 0.0335260780145743
"Phel_contig_10267" 137.504608895085 2.5357403915473 0.686957951746041 3.69125997464941 0.000223145913541815 0.00275683173160915
"Phel_contig_1027" 4012.26001947621 1.55288493165881 0.408069835407974 3.80543915995724 0.00014155280720374 0.00190657593008508
"Phel_contig_10278" 68.3956996644726 -1.25433151498264 0.479928741976776 -2.61357865298123 0.00895994578448621 0.0484164181026153
"Phel_contig_10279" 62.545237178926 2.37979370191897 0.76769606989884 3.09991648417916 0.00193575215922794 0.0150347517784038
"Phel_contig_10295" 261.125131897763 1.58537729030555 0.560620270921478 2.8278986196837 0.00468546420526136 0.0296165557408844
"Phel_contig_10304" 15.5827983263333 2.71054246774833 0.754293871737231 3.59348334821496 0.000326286510081213 0.003709991440499
"Phel_contig_1031" 13970.3368078666 -2.45961628578176 0.56377421051972 -4.36276835635022 1.28426904767405e-05 0.000258932471807849
"Phel_contig_10315" 13.6694576511194 -2.95172691192062 0.875887216615114 -3.3699851486903 0.000751722349966163 0.00716793466518198
"Phel_contig_10324" 18.7513561155019 3.31267176669555 0.845309334331413 3.91888700639473 8.89588036021542e-05 0.00129833382242338
"Phel_contig_10335" 45.8975386306614 4.09925973995381 0.909613632219582 4.50659444268778 6.58763716170219e-06 0.000144110089453478
"Phel_contig_10336" 100.327822261364 1.92088219920804 0.569834644728088 3.37094667195014 0.000749103572544103 0.00715692162591354
"Phel_contig_10341" 14.6733810155462 -5.16962818164384 1.19245152141421 -4.33529421431977 1.45565296284819e-05 0.000286302757331059
"Phel_contig_10344" 129.739542685059 1.65241822806369 0.54665550047025 3.02277801401839 0.00250465899242065 0.0182434323704918
"Phel_contig_10349" 300.242499795969 -2.73283067855641 0.44899775052962 -6.08651307346834 1.15396239135383e-09 7.49768853412186e-08
"Phel_contig_10373" 22.2498136864634 4.53143714625069 1.06083644685509 4.27157000467358 1.94101574312433e-05 0.000365004277771947
"Phel_contig_10383" 45.0973328339636 3.74690385062641 1.00304585032073 3.73552599756863 0.000187323224847943 0.00237425813891848
"Phel_contig_1039" 1040.99115177378 2.62537828402497 0.657086442205691 3.9954838745602 6.45622517948542e-05 0.000987984317959283
"Phel_contig_10393" 14.2790044447437 -2.72214971692088 0.868229122625437 -3.13528957504832 0.00171684548146214 0.0137363000821874
"Phel_contig_10394" 6.77672303968331 -3.05496459242933 1.15587316524229 -2.64299292023876 0.00821767535587843 0.0455148488487983
"Phel_contig_10397" 17.2900911458318 2.88132129696814 0.884909759178643 3.25606229006055 0.00112968964707865 0.00987632562714222
"Phel_contig_10408" 152.736727646269 -1.76556533771276 0.521572997215934 -3.38507811396878 0.000711580015164792 0.00687907580651401
"Phel_contig_10414" 82.0657342359111 1.72184649608302 0.585937942650438 2.93861579998454 0.00329681473731794 0.0224029902076883
"Phel_contig_10423" 7.22865343426384 3.18881598775316 1.19980937170112 2.65776886142503 0.00786598203106107 0.043990566365874
"Phel_contig_10438" 134.276210513463 -1.1113664535331 0.422116261857055 -2.63284444111148 0.00846731185793878 0.0465155106757609
"Phel_contig_1044" 414.102744273112 -2.01005227277189 0.510784664576171 -3.9352243952738 8.31189989528013e-05 0.0012259112085369
"Phel_contig_10449" 11.0247893379153 -4.64368429504755 1.24542527988503 -3.72859325248018 0.000192551655390878 0.00242481179940722
"Phel_contig_1045" 171.858194996527 1.24051019656926 0.407019924015349 3.04778740148967 0.00230532960996195 0.0171296850995539
"Phel_contig_10459" 103.220238329598 1.44503211476384 0.452807995916545 3.19126898772823 0.00141649336596524 0.0117682076287945
"Phel_contig_10460" 374.970918625881 -2.45639845041179 0.74199554732222 -3.31052990718969 0.000931195007087742 0.00850204516975489
"Phel_contig_1047" 32.1218156261307 1.62905247773331 0.556980786462486 2.92479115496927 0.00344687465056385 0.023220987785421
"Phel_contig_10487" 8.96122056901388 -3.21998801985076 1.19363238743109 -2.69763794427591 0.00698333453410726 0.0401803687800929
"Phel_contig_1049" 324.790716950806 1.70862015136813 0.649793133012457 2.62948323791439 0.00855147475263778 0.0468988198926913
"Phel_contig_105" 119538.811577382 2.07327868506607 0.784176804271227 2.64389187970545 0.00819588313786208 0.0454374275075793
"Phel_contig_10506" 53.5107914956017 1.69227214999645 0.525009010815007 3.2233202004846 0.00126713820620707 0.0107651702427418
"Phel_contig_10517" 243.345767195311 -1.32571998233075 0.465960560680539 -2.84513346021072 0.00443928187242299 0.0284000770621447
"Phel_contig_10524" 94.8660887262169 -2.15165242845097 0.815078778876997 -2.63980916226954 0.00829527237171463 0.0458278649078031
"Phel_contig_10537" 17.0190450379294 6.63148872816422 1.17164395889077 5.65998627641322 1.5138510053096e-08 7.34649729797514e-07
"Phel_contig_10538" 60.1206703375525 2.07599300591075 0.761825609398259 2.72502391662905 0.00642968293637618 0.0377047403858198
"Phel_contig_1054" 1097.75396254485 -1.56409970202042 0.360794988807236 -4.33514807728131 1.45662035866648e-05 0.000286302757331059
"Phel_contig_1056" 4973.5702678917 1.43385649173222 0.45956477458447 3.12003132317677 0.00180831809643225 0.0142262534538701
"Phel_contig_10569" 35.8259159966245 2.10832947468414 0.703547517340343 2.99671226565388 0.00272908167868334 0.0194011815303563
"Phel_contig_10574" 34.071730228191 1.88152511515546 0.647258035506435 2.90691658031453 0.00365010523125267 0.0243635180913339
"Phel_contig_1058" 106.376019748001 1.95193416241922 0.7468645221587 2.6135049992433 0.00896187725783439 0.0484164181026153
"Phel_contig_10582" 346.849493529622 -1.22606817463587 0.370655836089159 -3.30783453343749 0.000940203432832044 0.00856031589194427
"Phel_contig_10583" 63.3483465521306 -1.49458079347278 0.521209857264238 -2.86752211732456 0.00413699887314634 0.026969095654041
"Phel_contig_10590" 46.2112269851129 4.3293183070395 0.804867836151755 5.37891826779772 7.4934715851951e-08 3.00008025363755e-06
"Phel_contig_10593" 59.4198992003386 1.99505245346211 0.761230062449826 2.62082720044126 0.00877167104969529 0.0477582323827647
"Phel_contig_106" 1599.03844900811 3.51885188296576 0.667209431917111 5.27398402156118 1.33493535041779e-07 4.91663477365737e-06
"Phel_contig_10601" 167.850961714121 -1.08923968507445 0.384119164109002 -2.83568170205992 0.00457279948433185 0.0290921608424129
"Phel_contig_10606" 127.784633116626 1.51350034986909 0.45380883691208 3.33510550426392 0.000852670419041473 0.00792193604997344
"Phel_contig_10610" 44.8911563687366 2.34616295944907 0.651208873453958 3.60278100481834 0.000314830760315397 0.00361972085801777
"Phel_contig_10616" 88.9697119771306 3.05744032959129 0.659500723927412 4.63599237827039 3.55229055459106e-06 8.58740993524566e-05
"Phel_contig_1062" 254.508532063487 -2.71321915279708 0.558096810773212 -4.86155645476287 1.16466354225419e-06 3.33489383541217e-05
"Phel_contig_10621" 40.5762420260585 2.94359878954737 0.564065652240567 5.21853932756743 1.80339689492083e-07 6.37776366617843e-06
"Phel_contig_10626" 314.256328428596 -1.0125113201488 0.38755934548649 -2.61253233070106 0.00898741912547507 0.0485008156282881
"Phel_contig_10629" 165.415753729393 -1.32589022180722 0.44405688788856 -2.98585667280531 0.00282785148755732 0.0199366588111602
"Phel_contig_1064" 2112.7513280641 1.1308470215208 0.372194198499463 3.03832522398231 0.00237897057173427 0.0175303419259258
"Phel_contig_1065" 7243.0139187524 -3.83095908956248 0.495965553529578 -7.72424427926325 1.12518880592223e-14 1.76042539819368e-12
"Phel_contig_10654" 190.567209356708 -2.40490619613276 0.513304542709333 -4.68514496957136 2.79761845649509e-06 7.11482758825416e-05
"Phel_contig_1066" 5803.29189211511 6.75928158518882 0.769751886213652 8.78111727460283 1.61858670333705e-18 4.7961666904792e-16
"Phel_contig_1067" 53.2497967453723 2.61408683331913 0.726876201150444 3.5963301992578 0.000322738084229891 0.00367636608091728
"Phel_contig_10674" 63.7552109406205 2.87944532598094 0.630938075311502 4.56375267027485 5.02472706176605e-06 0.00011439882089285
"Phel_contig_10682" 45.5216569989816 2.2603707899462 0.76871290700444 2.94046160712266 0.00327723612482235 0.0223009418556544
"Phel_contig_10685" 16.0595203993874 5.10539435775175 1.21146893733864 4.21421812842127 2.50644960505961e-05 0.000450953403184459
"Phel_contig_10686" 16.7707130877449 6.81345124459398 1.15156837935105 5.9166710086583 3.28522883121211e-09 1.89525723457272e-07
"Phel_contig_10688" 45.4537439488362 2.09125830609349 0.600558026165867 3.48219191981278 0.000497327116892329 0.00519841070286653
"Phel_contig_107" 6706.18453352757 2.55891505919352 0.672567345941385 3.80469714242793 0.000141977797053292 0.00191098401718598
"Phel_contig_1070" 2881.13462291741 1.60000938537445 0.545287707512697 2.93424803700934 0.00334356896823523 0.0226498712545121
"Phel_contig_10702" 226.353587704524 -1.5133617545014 0.413168346983328 -3.66282113707627 0.000249452725292814 0.00300997880148726
"Phel_contig_1071" 695.347766059001 2.02516545462541 0.536561866253874 3.77433727962174 0.000160433585253785 0.00211143985653316
"Phel_contig_10714" 916.526155809877 -1.33830274498357 0.461870202526328 -2.89757325253578 0.00376061905679772 0.0249426934049125
"Phel_contig_10716" 64.4278405765586 -1.24530309498418 0.457958280248968 -2.71925009043875 0.00654301168511002 0.0382546127132127
"Phel_contig_10721" 36.8567879070782 -1.48202961102592 0.551378444285092 -2.68786280346432 0.00719109359276566 0.0409659823459709
"Phel_contig_1074" 1939.31251326687 1.49944822837925 0.515052966199975 2.9112505446616 0.00359985230109032 0.0240691663085208
"Phel_contig_10750" 36.9201615579275 -1.58620278126446 0.580600394843503 -2.73200431028299 0.00629503174196491 0.0370595833165586
"Phel_contig_10758" 41.2682163926206 2.17567248703275 0.533220006289869 4.08025291881118 4.4986725455057e-05 0.000738091769903145
"Phel_contig_10762" 105.953825372461 -2.58241442964731 0.481281195859324 -5.36570813874502 8.06322364245846e-08 3.17928356402339e-06
"Phel_contig_10765" 25.6424823040005 5.23633910743273 0.841255625426942 6.22443279921636 4.83301239558038e-10 3.53583680089712e-08
"Phel_contig_10766" 335.461029932494 -1.2993757429196 0.471052691926619 -2.75845094442644 0.0058076021125178 0.0350661545274809
"Phel_contig_1077" 1569.37291291252 1.61731778010537 0.366071098396744 4.41804279875855 9.95987015916694e-06 0.000208772969670769
"Phel_contig_10772" 47.0625115089741 4.85756768979306 0.991968310963033 4.89689805219401 9.73613163930307e-07 2.86761335044955e-05
"Phel_contig_10776" 62.524563634297 2.3763230584403 0.580714520756953 4.09206757107227 4.2754402065283e-05 0.000709200883113435
"Phel_contig_10782" 88.7477967971301 4.77686967533702 0.75223539140341 6.3502325600834 2.14989664469242e-10 1.66187860396244e-08
"Phel_contig_10786" 133.909853891389 1.11822798731388 0.413594420417897 2.70368247759248 0.00685757834826353 0.0396290684443044
"Phel_contig_10788" 73.8854852578313 -1.85497064891338 0.574055214295069 -3.2313453527136 0.00123208975566417 0.0105439205022755
"Phel_contig_1079" 313.99276914143 5.16923349737161 0.767018522343543 6.73938548651677 1.59057895094609e-11 1.52485061488493e-09
"Phel_contig_10792" 27.8969821764613 -2.01891296915086 0.654514175385771 -3.08459777507631 0.00203827600990839 0.0156290658129851
"Phel_contig_10796" 240.169825407565 -2.35499143323599 0.439044902582542 -5.36389653856246 8.1445566277411e-08 3.19204597131729e-06
"Phel_contig_1080" 2779.57132427912 2.28281638850957 0.468677316947761 4.87076354233719 1.11167814668493e-06 3.20192776358132e-05
"Phel_contig_10803" 112.576042121874 -1.45005906666823 0.513839211820367 -2.82200936267814 0.00477237839720095 0.0299914538284251
"Phel_contig_10805" 47.4213995345772 -1.78471089768073 0.560907215614521 -3.18182909400698 0.00146348150654453 0.0120749377664663
"Phel_contig_10808" 32.7263830913813 5.62049253627242 0.973798658044398 5.77171932805865 7.84667384257583e-09 4.09888318802892e-07
"Phel_contig_1082" 920.735331816784 2.88727604518821 0.458447151718172 6.29794739560983 3.0161282577043e-10 2.30415704437199e-08
"Phel_contig_1085" 147.600577038415 1.66438223376361 0.464605827661457 3.58235332979161 0.000340512805269908 0.00384048958054417
"Phel_contig_10858" 55.7430613203319 -1.65859427159373 0.535927500860542 -3.09481090059851 0.00196938412911115 0.0152268468053928
"Phel_contig_10867" 14.7538774901618 -2.51372747319922 0.79186463105938 -3.17444090139028 0.00150125458830272 0.0122999731811631
"Phel_contig_10868" 45.0669461614718 2.16272700491965 0.712886391916922 3.03376110056494 0.00241525608182132 0.017744238614643
"Phel_contig_10869" 33.3472924824683 1.71951771626893 0.606555619110191 2.83488877539612 0.0045841642561236 0.0291268682121538
"Phel_contig_10883" 27.6761343409091 3.10605508176187 0.749654373193917 4.1433161638589 3.42319496111809e-05 0.000588807597665668
"Phel_contig_10888" 90.5320626265282 -2.92467969489215 0.52007632307015 -5.62355863006219 1.87063233627542e-08 8.92291624403377e-07
"Phel_contig_10890" 75.9659526542819 -1.65158358973003 0.494474996864913 -3.34007502947864 0.000837557585738515 0.00781835026507948
"Phel_contig_10899" 45.1113873377249 1.72838384965489 0.572933798614074 3.01672523742857 0.00255521306393475 0.0184944689872458
"Phel_contig_10905" 15.6138397898107 5.98952119324047 1.23167890119357 4.86289177109087 1.1568310759728e-06 3.31732336551322e-05
"Phel_contig_10908" 525.729328718488 -1.38208652979158 0.407875067080521 -3.38850457245216 0.000702748571799714 0.00682405849984459
"Phel_contig_1091" 3641.76852072455 1.73010749536017 0.467923571890723 3.69741470464798 0.000217806367749917 0.00269854112454276
"Phel_contig_10911" 23.5100114323462 5.34932829149049 0.75354191928935 7.09891268761177 1.25742213882926e-12 1.42146848376207e-10
"Phel_contig_10913" 23.294622199669 3.50785347505161 1.0721760992919 3.27171392588244 0.00106897681365842 0.0094597192510035
"Phel_contig_10932" 115.295389407029 1.99373280943579 0.423477042465891 4.70800683273492 2.5015071844943e-06 6.41179239936501e-05
"Phel_contig_10939" 55.2698313771182 4.40446682694239 0.595199759440543 7.3999808586656 1.36204129612167e-13 1.90267440201797e-11
"Phel_contig_10940" 598.87648924168 -1.89793904614346 0.438467882138446 -4.32857028635039 1.50080437567475e-05 0.000292513006616044
"Phel_contig_10956" 43.9424111158619 1.66029643474131 0.630108288543146 2.63493825574019 0.00841525894400675 0.0463336765675507
"Phel_contig_10957" 8.9464503775151 4.83120087654878 1.04302082660778 4.63193136062425 3.62270268562542e-06 8.70383248437055e-05
"Phel_contig_10959" 24.7382964821998 -2.22158433527132 0.716722117669177 -3.09964528860368 0.00193752525695152 0.0150365799405559
"Phel_contig_1097" 926.033875092049 5.41496063236255 0.7320709925462 7.39676983174664 1.39537102860338e-13 1.93540930541817e-11
"Phel_contig_10971" 38.5028114619942 2.14523342928806 0.677016821065184 3.16865602528584 0.00153145524513417 0.0124898541405709
"Phel_contig_1098" 523.879592685593 1.73823328379499 0.422021493061641 4.11882643982092 3.80806822443333e-05 0.000644265047673537
"Phel_contig_10981" 61.8162945215792 3.28649461277079 0.726074548196245 4.52638729857049 6.00005740421609e-06 0.000133496157740903
"Phel_contig_10995" 35.1563426660314 3.33001337779355 0.862825212874157 3.85942984524171 0.000113651877365934 0.00158537073155889
"Phel_contig_11" 5709.2920370349 2.93265463526513 0.531676929000469 5.51585836304463 3.47081710104066e-08 1.54269931920573e-06
"Phel_contig_11006" 56.1573739943957 3.65108369842619 0.629239877329959 5.80237176626306 6.53833942743029e-09 3.4842044736309e-07
"Phel_contig_11010" 16.4234433848804 2.47650149215222 0.880146046764194 2.813739266633 0.00489689287551567 0.0306361273085284
"Phel_contig_11013" 76.8555887374551 1.76561729194296 0.521410571371292 3.38623224937586 0.00070859386346712 0.00685698673321448
"Phel_contig_11036" 78.1717153597405 1.64234957401156 0.54733174027444 3.00064741940247 0.00269406310360566 0.0192080904546905
"Phel_contig_11038" 47.2369577422424 6.95022938918028 0.95986623278191 7.24083122398935 4.45943074384201e-13 5.62665077789149e-11
"Phel_contig_11050" 65.1951710412593 -1.60198746079154 0.562091249875297 -2.85004874412643 0.00437125294234704 0.0280935240859287
"Phel_contig_11063" 30.3874024535714 2.03540236236517 0.620310721223331 3.28126258780616 0.00103343484214341 0.00919512520827963
"Phel_contig_11069" 13.6369008627415 2.68413236975087 0.837033250590857 3.2067213194412 0.0013425698712442 0.0112786249879394
"Phel_contig_1107" 47.0583235251207 -2.17020584421018 0.668306657574503 -3.24732040241309 0.00116497162343003 0.0101051040005463
"Phel_contig_11070" 17.7124973358606 -3.29627548548513 1.14303110576127 -2.88380208453711 0.00392905602173773 0.0258548279330837
"Phel_contig_11100" 215.447159780172 -1.23362097744639 0.455974780302545 -2.70545879012841 0.0068210110918569 0.0394553427753462
"Phel_contig_11101" 104.935641941707 1.44602986520915 0.519907590140016 2.78132093593733 0.00541381875500229 0.0331507558500115
"Phel_contig_11115" 387.931936544825 -1.93747202547554 0.422400502777352 -4.58681278250463 4.5006392847978e-06 0.000104784526777132
"Phel_contig_1112" 1661.2296986186 4.22056679397598 0.547758717767707 7.70515677263183 1.30682758856233e-14 1.99668962105574e-12
"Phel_contig_11123" 6.99201170328973 3.6200403561047 1.1458690463746 3.15920948171005 0.00158197735754303 0.0128323231777143
"Phel_contig_11134" 78.6597897768608 -1.35502704429473 0.458099321173661 -2.95793287975875 0.00309709553414141 0.0214255031344901
"Phel_contig_11143" 135.013990591602 3.29932265163576 0.454777223341649 7.25481066838118 4.02224061550543e-13 5.20946753095627e-11
"Phel_contig_11146" 89.096538595909 -1.33745493743855 0.49553834217918 -2.69899384890574 0.00695494618200953 0.0400523800004595
"Phel_contig_11151" 36.6714340431831 1.89169106296437 0.535805649591635 3.53055452925165 0.000414689526325174 0.00452319189422277
"Phel_contig_11159" 450.905680452617 -2.02337225999787 0.422937219242879 -4.78409600275901 1.71758581843271e-06 4.63321735877084e-05
"Phel_contig_1116" 117.994167225852 1.25355102927183 0.437811556475253 2.86322051287078 0.00419358598087652 0.0272652795970752
"Phel_contig_11165" 150.14134002179 -1.47929028197185 0.451410047247023 -3.27704332456371 0.00104900271924702 0.00931668763865305
"Phel_contig_1117" 3191.25578706771 1.63068796925978 0.33859296676524 4.81607159427621 1.46412010432067e-06 4.04432159324849e-05
"Phel_contig_11178" 87.7195325297723 -1.46859801091084 0.516657726360709 -2.84249694910305 0.00447616595210234 0.0285986205570942
"Phel_contig_11181" 67.8869040473186 1.9873469906254 0.654392398202333 3.03693471391905 0.00238997213421957 0.0175848754327799
"Phel_contig_11189" 88.1596604390883 2.5037568903543 0.462702479285868 5.41115944357718 6.26179863945323e-08 2.57814728403762e-06
"Phel_contig_11199" 13.7748476757941 2.3252197247507 0.810173472014381 2.8700269819615 0.00410436774108009 0.026803590101908
"Phel_contig_11202" 77.3564032075764 2.24577175157981 0.750418400119478 2.99269281139995 0.00276527931345301 0.0195944085265219
"Phel_contig_11209" 15.996779454709 2.87912757842598 1.08938305130142 2.64289734908805 0.00821999520038634 0.0455148488487983
"Phel_contig_11217" 25.3044749057224 -3.03502609502392 0.778987460062805 -3.89611675492083 9.77472820888849e-05 0.00140062818859931
"Phel_contig_11218" 185.242947690992 1.58950841987044 0.374900830855834 4.23981034195594 2.23708716117526e-05 0.000407383366383844
"Phel_contig_1122" 71.6716171045419 1.50439994085791 0.430054555019692 3.4981606944938 0.000468478771769814 0.00496587498076002
"Phel_contig_11228" 74.4800231418142 1.26338693042511 0.420396771661634 3.00522510063893 0.00265384366502389 0.0190071746615502
"Phel_contig_1123" 772.849004118691 2.34855129937232 0.611685787401085 3.83947338281438 0.00012329849521375 0.00169336283068491
"Phel_contig_11242" 64.746201133038 1.79387240908521 0.51126125123423 3.50871967072538 0.000450269223831397 0.00481751405729972
"Phel_contig_11243" 106.372401172833 -1.35309005794125 0.481554474246752 -2.80983799404576 0.0049566443255839 0.0308943063898044
"Phel_contig_11244" 285.561559951336 1.24559020149834 0.420774036007357 2.96023541119006 0.00307404047364406 0.02131124053281
"Phel_contig_11249" 102.936363604985 2.81922857453423 0.675012056096658 4.17656032817662 2.95950278160571e-05 0.000522845491417009
"Phel_contig_11257" 121.756527331841 -1.22966194984595 0.446015219126399 -2.75699549502921 0.00583351552129181 0.0351250194119163
"Phel_contig_11259" 54.2610806075395 -1.6192502526988 0.561808884603616 -2.88220834001452 0.00394898533081751 0.0259684956673833
"Phel_contig_1127" 286.609838239155 -1.19097026662816 0.409695607047436 -2.90696372170342 0.00364955520568353 0.0243635180913339
"Phel_contig_11273" 177.220550040886 -1.92140867208638 0.454050235627275 -4.23170944825508 2.31921884674778e-05 0.000419583376372306
"Phel_contig_11274" 103.092244598543 1.47200181677596 0.521459682888803 2.82284875528881 0.00475990205155631 0.0299708320741425
"Phel_contig_11277" 18.709690032897 -2.40612065446938 0.913805030302395 -2.63307880202099 0.00846147129324616 0.0465095542670082
"Phel_contig_1128" 1013.91244182586 3.83110921980227 0.532631194614127 7.19279917988615 6.34762735553937e-13 7.47834627664358e-11
"Phel_contig_11288" 158.805216657095 -1.80767385484249 0.468498302245443 -3.85844270124049 0.000114111812670146 0.00158951903161684
"Phel_contig_11300" 240.971564480356 -1.8190186868881 0.617999600290979 -2.94339783720189 0.00324630948620568 0.0221444278415502
"Phel_contig_11301" 42.7754952102916 2.64102575780782 0.587175471871903 4.49784755038947 6.86448890896979e-06 0.000149497560793677
"Phel_contig_11334" 44.6575925814567 4.65600408861417 0.723862744994268 6.43216427535726 1.25799669647505e-10 1.01245437831121e-08
"Phel_contig_11337" 8.68669535954118 -3.9737057654206 1.31727328460365 -3.01661455664928 0.00255614612018844 0.0184944689872458
"Phel_contig_11341" 46.0651237952555 2.08432106773014 0.788854843087594 2.64221115708952 0.00823666868557281 0.0455813609178686
